,id,comment_text, 'Bandwagon',"""Misrepresentation of Someone's Position (Straw Man)""",'Appeal to authority','Appeal to fear/prejudice','Black-and-white Fallacy/Dictatorship','Causal Oversimplification','Doubt','Exaggeration/Minimisation','Flag-waving','Glittering generalities (Virtue)','Loaded Language','Name calling/Labeling',"Obfuscation, Intentional vagueness, Confusion",'Presenting Irrelevant Data (Red Herring)','Reductio ad hitlerum','Repetition','Slogans','Smears','Thought-terminating cliché','Whataboutism'
2031,646_batch_2,"“I can't believe how cold it's been lately.
Too much for global warming. """"

""You mean the sea level is dropping and hundreds of thousands of square kilometers of polar ice are back? This is great news!""",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
728,28_batch_2,"Hi everyone is looking at Cokehead Neil Terell.
Perfect example of the failed broken liberal.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
5964,428_batch_2,"IF YOU WEAR A MASK BUT YOU FOLLOW TO RESTAURANTS, DO NOT BE AFRAID OF THE VIRUS, FEAR WITH YOUR GOVERNMENT.",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5125,134,"If Trump isn't Hitler, I'm an idiot

Self-confidence",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
360,382_batch_2,"Losers can keep watching sweaty NFL thugs supporting rapists and BLM.

Il stick to watching the gorgeous babes playing beach volleyball.
",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
6481,153,"INSIDE AND OUTSIDE

Racist and immoral liar and a madman

Dangerously stupid and downright crazy

INSIDE AND OUTSIDE",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2605,229_batch_2,"If Trump serves a total of 8 years .. He will have donated his salary of $ 3,200,000 !!

""The most honest man in Washington!""",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
456,538_batch_2,"Blocking a HWY doesn't impress me. 
Want to impress me? 
Y'all go block a train track.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3338,618_batch_2,"This is your child

This is your child for the vaccine

Questions?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3254,578_batch_2,"So what did you learn at home during the pandemic?

I am a boy!

I am a woman!

Nook China is this guy!",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2101,188,"If you think ""they"" are hiding the cancer cure, but you are preventing people from taking HPV and Hep. Vaccines B ...

then YOU are ""them"".",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,100_batch_2,"If Connie Amy Barrett doesn't have the common sense to avoid taking her seven children to the maskless, the non-event socially and she does not have a good sit fianaise of this referee on the Supreme Court.
full stop.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1919,453_batch_2,"The brilliant trump card appears on every stamp,
Force the Democrats to push for the abolition of the USPS

THE TRUMP SEAL

THE GREATEST PRESIDENT of all time",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
2143,115,"PEOPLE FURTHER ASK: ""WHY DID GOD GIVE HIS BACK TO AMERICA?""

He did not.
AMERICA GIVEN THEM BACK TO GOD.
This is the aspect of the world without him.",0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2956,392_batch_2,BIDEN CHOOSES KAMALA HARRIS TO LOSE ETIONS WITH HIM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2271,137,"I NEVER FORGET WHO DID IT

IT DOESN'T MATTER HOW FACEBOOK PROTECTS IT",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5750,337_batch_2,"After Clinton FBI DNA FOUND Monica Dress we DO NOT VOTE Clinton Conviction Implementation Process...
LET'S NOT LOOK THE FBI RESULTS INFLUENCE OUR VOTE!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1690,164_batch_2,"Anti-Vaxxers say Brady Bunch's measles episode is proof that measles wasn't a big deal.

If you have to get sick, you absolutely cannot beat measles

Using this logic, Hogan's heroes prove that the prison camps of WWII were all shit and laughter.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6456,686_batch_2,I crawled naked and blindfolded through a mile of broken glass covered in germs to vote for Trump and all Republicans on the 2020 ballots.,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5833,365_batch_2,"Saying that you are a patriot is not enough

You have to be one",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3062,443_batch_2,Brain dead bunch,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1022,607_batch_2,"I have a conspiracy blog that reveals how big corporations control the world through propaganda.

Your blog is hosted on Amazon, registered by GolDaddy, and found primarily through Google.
Tell me again how does this propaganda thing work?",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
3965,182_batch_2,"Shocking Truth Doctors don't want to know you!

Research proves that homeopathic remedies are three diseases!

Low blood sugar levels and

Thirsty

Severe wallet syndrome",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3512,680_batch_2,"Telling you right now

My Name Takes Better ON Your Computer Silly Ass KIDS",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7879,695_batch_2,"The reinforcement shows how low the Democrats will be to tarnish the opposition.

TO OFFER
HARRIS",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5686,308_batch_2,"No longer a Democrat versus a Republican

It's communism against freedom",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
7061,262_batch_2,"We can survive without American athletes, but without American soldiers",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6425,673_batch_2,"To keep out of Facebook's jail, I'm going to post coded memes

It is...",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5518,220_batch_2,WHO WEAR THE PANTS?,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7809,646_batch_2,"“I can't believe how cold it has been lately.
Too much for global warming. """"

“Do you think that sea levels are dropping and hundreds of thousands of square miles of polar ice have returned? This is great news! """,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
813,273_batch_2,"The United States of America should be a haven for law abiding Americans, not criminal aliens.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7233,372_batch_2,This happens after you collect ALL of their weapons!,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6145,563_batch_2,"The memorial to the 54th Massachusetts Regiment, which was destroyed by Black Lives Matter this week

The 54th Massachusetts Regiment",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7337,385_batch_2,"Is Anything Appropriate In Public Schools?
Let's talk about it because DG has become a problem affecting our children drastically...

Black LIFE' is important",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
5589,258_batch_2,DO YOU THINK CHRIS WALLACE WILL BE RIGHT WITH PRESIDENT TRUMP?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
580,689_batch_2,"HUNTER TAKING PRESS QUESTIONS
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,85,"KEEP IN MIND THAT DEMOCRATS VOTED TO FINE AMERICAN CITIZENS FOR NOT BUYING INSURANCE, AND THEN CONSPIRED TO GIVE IT TO ILLEGAL ALIENS FOR FREE.
",0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
2717,285_batch_2,"THIS IS NANCY thinks of morbid obesity.
What do you think?",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7529,525_batch_2,"Welcome to another episode again ""Things I'll hear rather than Nancy Pelosi""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2582,214_batch_2,"First President's Fighting Child SEX Ever Trafficked

If nothing, don't earn your vote",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
2737,300_batch_2,"""The American warriors did not defeat fascism and oppression abroad only to see our freedoms here at home being trampled by violent crowds.""
- President Donald Trump",0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2834,343_batch_2,There is NO electoral in the state of TOO BAD denial,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1805,300_batch_2,"“The American warriors did not defeat fascism and oppression abroad just to have our freedoms trampled here at home by violent crowds.
- President Donald Trump",0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2406,143_batch_2,"ANTIVAXERS, IF YOU SAY, THE DISEASES ARE ENDED
IMPROVED REHABILITATION.
SEE SOME PLACES WHERE DISEASES COLLECT.

THIS IS A LOW INCOME AREA, MAMBAY, INDIA, WHERE DOES NEVER GET POLIO AGAIN.
ISN'T INTERESTING WHAT CAN REHABILITATION DO?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6661,137,"I will never forget who did this

DEFEND EVERY FACEBOOK ACTION",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3160,537_batch_2,If we tear down these monuments of slavery,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3058,442_batch_2,"All socialism implies slavery.
What fundamentally distinguishes the slave is that he works under duress to satisfy the wishes of others.
Herbert donor",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7792,641_batch_2,"In case you fall in love ...

Israeli scientists have NOT found a cure for all cancers. It was just another case of poor academic coverage by the gullible media.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7663,585_batch_2,"HOW DO YOU THINK ABOUT KEY PROTECTION?

HOW TO REALLY PROTECT YOURSELF
HELP ME! HELP ME! I am oppressed!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2289,149,"Trump reportedly offered the German company $ 1 million for exclusive rights to any coronavirus vaccine.

“Trump wanted not only to control any new vaccine, but also to make it available only commercially,” Common Dreams said.

What could be more perverse than trying to exploit the suffering of the whole world?
 Spread his shame.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
3898,28_batch_2,"Hi everyone, you are looking at Cokehead Neil Terell.
Perfect example of the broken liberal failure.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2656,257_batch_2,Worst modulator ever!,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1610,1,"8 YEARS UNDER OBAMA
4 MILLION JOBS LOST
FULL UNEMPLOYMENT AT 9.9%
2.8% decrease in GDP

2 1/2 YEARS UNDER TRUMPF
5.1 MILLION JOBS OBTAINED
UNEMPLOYMENT DOWN TO 3.6%
3.2% GDP growth",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6105,544_batch_2,"I was planning to go fishing today, but a racist put a rope in my accessory box.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6109,546_batch_2,"DO YOU KNOW WHAT YOU CANNOT FIND IN THE WALLACES GARAGE?

A trophy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4524,442_batch_2,"Any socialism includes slavery.
What makes a product fundamentally different is that it acts under duress to satisfy other desires.
Herbert's Provider",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1240,94_batch_2,"They say you can't fix STUPID
IS THAT YOU CAN'T QUARTZ OR",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2290,21,"SPEAK FREE?

Hate speech?

SOMEONE EXPLAINS THIS SHIT ...",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6625,112,"HILLARY CLINTON JOE BIDEN

WEEKEND AT BERNIES

HE MIGHT BE DEAD ... BUT THAT'S THE LIFE OF THE PARTY!",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2252,133,"That's facts

You Know Black NRA DID Training Group KKK Against Forming Democrats To Fight",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
420,454_batch_2,"WHAT THEY'RE THINKING

IS SHE MY WIFE OR MY SISTER? 

I'LL HAVE TO ASK HILLARY HOW TO MAKE IT LOOK LIKE AN ACCIDENT?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
433,470_batch_2,"My husband is a hero

THOUGHTS ON BILL CLINTON

MY HUSBAND IS A PEDO",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
5501,210_batch_2,"They got the first vaccine with government officials to test covid.

The vaccine is good if I'm safe.
But if not *Dai, the country is safe.",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3551,73,"Down Calm, Little Trump Hate
I found your binky",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
5304,126_batch_2,"Trump has pledged to make America great again.
Four years later ...

PANDEMIC

RECESSION

Massive stop

Disorder

WINNING",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
631,115,"People keep asking, ""Why did God avenge his return to America?""

HE DID NOT.
AMERICA GOT GOD.
THAT'S HOW THE WORLD LOOKS WITHOUT HIM.",0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5945,420_batch_2,Dancing my bitches dance,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7422,426_batch_2,THIS FOLLOWS ACTION WITH RISK SYNDROME 4!,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7795,642_batch_2,"Extensive studies have found no correlation between the use of glyphosate by farmers and cancer rates.

Postal code *: French. Nothing. Nothing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2735,296_batch_2,Our people want this female out of the office,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2933,381_batch_2,"Check out @ target's new uniform.
I'm not going to do this shopping officially again.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3240,573_batch_2,"The devil bowed his head
Because she knew she was beaten
And she put that golden pen
On the ground at Donald's feet
Donald said, “Nancy, just come back.
If you ever want to try again
I told you once when you drank an old bat
I AM YOUR PRESIDENT """,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
3591,8,"I PROMISE.

I PROMISE.

I PROMISE.

I SUPPLY.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3538,96,"So BERNIE BROS didn't commit violence, did he?

The power comes from the barrel of a gun, comrades.

WHAT ABOUT THE KONGRESSMANN STAIRS OR THE DAYTON OHIO MASS SHOOTER?",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
7076,271_batch_2,"United States of America

I used to think of Trump's great but now the system of entries should now think he is one of the greatest of all time, Butter Spin and Enhance DG!",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1007,585_batch_2,"HOW DO YOU THINK YOU'RE PROTECTING KEYS

HOW TO REALLY PROTECT YOU
HELP ME! HELP ME! I am oppressed!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1221,36_batch_2,"IT'S TIME TO HELP PEOPLE!

OR LEAVE THE POLICE OFFICERS, REPRODUCE THE HISTORY AND OVERCOME IN THE FIGHT OF THE COWARDS, OR THEY STAND UP AND SAY TO FUCK THEM!",0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6396,669_batch_2,"Researchers have developed a rice variety to combat vitamin A deficiency in poor countries, which causes widespread blindness and more than 600,000 child deaths each year.

Well-fed people at Greenpeace are against this.
Who are these people?",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1113,8,"I PROMISE.

I PROMISE.

I PROMISE.

HAS DELIVERED.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2913,367_batch_2,"""To conquer a nation, first disarm your citizens.""
- Adolf Hitler, 1933",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5936,416_batch_2,"NOT always welcome

I do, but i am the nobel de la paz re-selection awards for this selection it is me",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1722,38_batch_2,YOU COULD STILL REGULARLY SICK OR YOU ARE ALL CROWN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2874,354_batch_2,"CHARGER CONTROL

THE END IS GOOD ONLY FOR THOSE WHO CONTROL THE FULL",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7450,442_batch_2,"All socialism includes slavery.
What fundamentally distinguishes the slave is that he works under duress to satisfy other desires.
Herbert donor",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6767,126_batch_2,"Trump promises to make America big again.
Four years later...

Global epidemic of infectious diseases

recession

Massive stop

unrest

winner",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
3614,132,"What children think about communism

What really is communist",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5983,437_batch_2,"You have a wonderful.

WHAT DID THESE CLINTONS BANANAS KNOW?",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,144_batch_2,"Anti-Maskers

God",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3282,589_batch_2,REMEMBER IT WASN'T IMPORTANT AS YOU WERE NOT IN THE HILLARIUS QUARANTINE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3475,691_batch_2,"Senator Mazie Hirono, D-Hawaii, the stupidest person in the United States * Capitol, interviewed Judge Amy Coney Barrett, the smartest person, during this week's confirmation hearings.

* Usually the ""dumbest"" label goes to Representative Maxine Waters, D-Calif., But Ms. Waters was not present in the building.",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
7214,337_batch_2,"After the FBI detects DNA Clinton Monica Dress we DID Clinton Fancy conviction proceedings in NOT voting...
... We don't let the results FBI affect our vote!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1861,365_batch_2,"To say that you are a patriot is not enough

YOU MUST BE A.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4362,362_batch_2,"To say that weapons cause murder is like saying steering wheels cause scratches on a car. """,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4681,563_batch_2,"The 54th Massachusetts Regiment Memorial was destroyed by Black Lives Matter this week

The 54th Massachusetts Regiment",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5302,126_batch_2,"Trump promised to make America great again.
Four years later ...

PANDEMIC

RECESSION

Massive stop

Restlessness

VICTORY",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
6988,225_batch_2,"DONALDO, how do you sleep at night? Do you know how many people hate you

Naked with a supermodel and it's MR. PRESIDENT FOR YOU.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4011,198_batch_2,"They told me that I can be whoever I want.

So I became the savior of Western civilization",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5673,303_batch_2,"NIKE called and said they were loved
FOR THE PROBLEM OF BLACK LIFE.

I told them to go to the NFL for help!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4807,620_batch_2,"The reason I don't eat vegetable meat is as follows
I want to support our farmers.
Sure, but aren't you ignoring the plight of hardworking people in soybean mines?",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
7382,409_batch_2,"Trick

These guys are all about themselves:
His birth certificate, his SS number, his education, his devotion to the welfare of the country, his religion... all... lies.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
7659,583_batch_2,"If we eradicate the coronavirus when the heat hits, we can tell liberals that global warming has killed it and watch their heads explode!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
205,211_batch_2,OUR CONSTITUTION WAS WRITTEN TO STOP PEOPLE LIKE THESE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5517,216_batch_2,"I WAS A RADIO BULSH TO USE BY BLACK AND MINORITIES TO BE A CHOICE AND I AM NOTHING ANYTHING ...

NOW I SUPPORT JOE, WHO PROPOSED TO FILL THE SAME",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7056,259_batch_2,"WHO WATCHES ME ""SLEEPING"" JOE ON DEBATE?",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2981,403_batch_2,"GOOD JOB rapist

Visit JACOBS saying there are two executives who are not, SHOT",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
5130,196,"I am not pregnant, not tested.
But the president says that if this is not proven, it is not true.
I think gas ...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
421,456_batch_2,"NATIONAL ATTENTION

VS.

NOT GONNA MENTION WHAT HAPPENED MEDIA? 
YOU SUDDENLY GOT SO QUIET",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4571,466_batch_2,"Which photo proves to be brilliant on the Facebook page
I really check.
Disable ""Fact Checker"" for this picture.
The wrong image on the left is allowed to circulate on social networks without control or blocking.
The real picture belongs to Trump and his daughter.
Someone is not telling me the mainstream media to strengthen now not illegally controlled, the agenda such as Facebook is hidden

Not accurate",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
2141,182,"The most expensive error in a member of history

World Health Organization (WHO)
A preliminary investigation conducted by Chinese authorities found clear evidence of human-to-human infection of the novel #coronavirus (2019-nCoV) I identified in #Wuhan, #China.
January 14, 2020

By WORLD NEWS on Feb 3, 2020 / 10:33 PM / 2 months ago
WHO representative says widespread travel bans need to beat China, not the virus",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7280,359_batch_2,"ANTI-TROMPERS June 2019
Trump is weak to start war with Iran

ANTI-TROMPERS January 2020
Trump tries to start war Iran",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1183,163,"I GET WHAT I WANT

OR THE COUNTRY DOES NOT GET WHAT IT NEEDS.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,137,"I'LL NEVER FORGET WHO DID THIS

NO MATTER HOW MUCH FACEBOOK DEFENDS THEM
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7507,473_batch_2,"His choice of great role models: perverted misogynists, rapists and men who use drugs before rape.
Very pretty.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
331,348_batch_2,"LIAR LIAR 2020
Remake Staring Joe Biden

I'M KICKIN' MY ASS
DO YA MIND!

",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4759,600_batch_2,"David missed the flu shot.
He got sick and recovered within a week.
Your oldest grandmother wasn't so lucky.

Vaccines - It's not always about you.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
559,650_batch_2,"Diphtheria, polio, smallpox...

That's the problem with you pro-vaccine people. 
You keep bringing up diseases that almost nobody hears about anymore.

",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6120,550_batch_2,"LET'S TRY AGAIN, BUT THIS TIME WITH A MAN AND IT IS NECESSARY HERE:
THIS IS TOTALLY WRONG.

JOE
Feb 2020",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6733,77_batch_2,"2016
“I tried to fix the economy for 8 years.
Nothing can fix it.
Trump can't fix it. """"

2019
“Trump didn't fix the economy; I did it.
It was my job to fix the economy the way I had planned.

2020
“Corona did not restore the economy. Trump did it.
Nothing can fix it now.
Trump cannot solve this problem. """"",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
445,527_batch_2,"NOT ONE POLITICIAN HAS DIED FROM THE VIRUS, LOST THEIR JOB, OR HAD THEIR BUSINESS LOOTED.

Y'ALL KNOW YOU'RE BEING PLAYED RIGHT?
",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7677,590_batch_2,"If there were no mass shootings during quarantine, if weapons and ammunition were purchased in bulk.

WANT TO SEE IT?",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6591,134,"If Trump is not Hitler, I'm an idiot

Overconfidence",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
4777,606_batch_2,"If we rename diseases to anti-vaccine activists, fewer children could suffer.
Like that boy with Jim Carrey disease (chickenpox)",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3568,175,A society that hides its resources to sell drugs at huge profits is not a civil society. It is a psychiatric facility run by psychopaths.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1487,576_batch_2,"In an effort to level the playing field, Barron Trump will discuss Joe Biden",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5960,427_batch_2,Tonight is the essential facts and the NFL will honor that a woman living in the United States has her name rapper on their helmet,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3053,436_batch_2,"GET THE COOLS HOW TO Avoid SHOT
1. Don't commit a crime
2. Keep your hands visible
Obey the order
4. Don't resist arrest
Fight charges in court 5.
No distance.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3469,670_batch_2,"When will you stop making claims about autism?
It was proven wrong years ago!

Once you stop making those same tired old dihydrogen monoxide jokes over and over again, science nerds.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1594,175,A society that hides its remedies to sell drugs at high profits is not a civilized society. It's a psychiatric facility run by psychopaths.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1418,430_batch_2,"A FREE GUIDE TO LABELING

AMERICAN NATIVE
AFRO AMERICAN
Oppressed
QUALIFIED
HERO
SCIENTIFIC
EXPERT
MAINLY PACIFIC
FEMALE",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1033,622_batch_2,"50,000 people die from the flu and most people don't get the vaccine.

Some cases of Ebola, SARS or the Corona virus are popping up and everyone is going crazy.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4654,550_batch_2,"We're going to try the HILLAIRE campaign again, but this time with a man and here's the twist:
It's completely inconsistent.

Joe
2020",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3736,53,"LIBERAL LOGIC: ""DO NOT CALL THEM ANIMALS!""

""DO NOT CALL YOU!""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1741,198_batch_2,"They told me I could be what I wanted

Thus I became the savior of Western civilization",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6772,23_batch_2,"What kind of leader do you prefer?

Justin Trudeau at 29

Erin O'Toole at 29",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4712,576_batch_2,"Level the playing field, as part of an effort, Baron Trump debates Joe Biden",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
